smart,fortwo,9.45,微型,3门2座单厢,260L,1年2个月,1.30万公里,1.0L,4.4L,1.0L/双离合,后轮驱动,3门2座单厢,2695mm*1663mm*1555mm,2017年07月,北京,
福特,蒙迪欧,13.60,中型,4门5座三厢,516L,3年10个月,5.12万公里,2.0L,7.9L,2.0L/手自一体,前轮驱动,4门5座三厢,4860mm*1854mm*1480mm,2014年11月,广东 东莞,
大众,迈腾,15.78,中型,4门5座三厢,565L,3年8个月,5.82万公里,1.8L,7.8L,1.8L/双离合,前轮驱动,4门5座三厢,4865mm*1820mm*1475mm,2015年01月,山东 济宁,
广汽传祺,传祺GS4,7.98,紧凑型SUV,5门5座两厢,450L,6个月,0.98万公里,1.5L,6.7L,1.5L/手动,前轮驱动,5门5座两厢,4510mm*1852mm*1677mm,2018年03月,广东 东莞,
众泰,大迈X7,10.50,中型SUV,5门5座两厢,- -,1年5个月,1.40万公里,1.8L,8.5L,1.8L/手动,前轮驱动,5门5座两厢,4736mm*1942mm*1672mm,2017年04月,新疆 乌鲁木齐,
本田,锋范,5.90,紧凑型,4门5座三厢,506L,6年4个月,5.03万公里,1.8L,7.1L,1.8L/自动,前轮驱动,4门5座三厢,4400mm*1695mm*1470mm,2012年05月,辽宁 沈阳,
雪佛兰,赛欧3,5.18,小型,4门5座三厢,366L,2年,3.64万公里,1.5L,5.4L,1.5L/手动,前轮驱动,4门5座三厢,4300mm*1735mm*1503mm,2016年09月,广东 东莞,
雪佛兰,赛欧3,4.28,小型,- -,- -,4年5个月,5.00万公里,1.2L,Null,1.2L/- -,- -,- -,- -,2014年04月,辽宁 大连,
五菱,征程,4.30,面包车,5门9座单厢,- -,3年4个月,4.60万公里,1.5L,8.4L,1.5L/手动,后轮驱动,5门9座单厢,5090mm*1780mm*1925mm,2015年05月,福建 厦门,
大众,凌渡,13.28,紧凑型,- -,- -,1年3个月,1.85万公里,1.4L,5.4L,1.4L/- -,- -,- -,- -,2017年06月,辽宁 沈阳,
吉利,帝豪,3.20,紧凑型,4门5座三厢,680L,5年3个月,4.81万公里,1.5L,6.0L,1.5L/手动,前轮驱动,4门5座三厢,4635mm*1789mm*1470mm,2013年06月,广东 东莞,
丰田,雷凌,9.80,紧凑型,4门5座三厢,426L,2年9个月,6.05万公里,1.6L,5.9L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2015年12月,新疆 乌鲁木齐,
丰田,Fortuner,21.80,中型SUV,- -,- -,3年3个月,7.60万公里,中华,V3,5.20,小型SUV,5门5座两厢,455L,3年1个月,5.79万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门5座两厢,4200mm*1790mm*1600mm,2015年07月,辽宁 沈阳,
丰田,雷凌,10.78,紧凑型,4门5座三厢,426L,1年6个月,2.62万公里,1.2L,5.6L,1.2L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2017年03月,广东 东莞,
奇瑞,瑞虎3,4.90,小型SUV,5门5座两厢,550L,2年4个月,1.22万公里,1.6L,6.7L,1.6L/手动,前轮驱动,5门5座两厢,4420mm*1760mm*1670mm,2016年05月,辽宁 铁岭,
中华,V3,6.60,小型SUV,5门5座两厢,455L,3年,4.50万公里,1.5L,7.5L,1.5L/手自一体,前轮驱动,5门5座两厢,4200mm*1790mm*1600mm,2015年09月,辽宁 大连,
马自达,3 昂克赛拉,10.00,紧凑型,5门5座两厢,350L,3年5个月,4.42万公里,1.5L,5.8L,1.5L/手自一体,前轮驱动,5门5座两厢,4461mm*1795mm*1474mm,2015年04月,新疆 乌鲁木齐,
本田,缤智,11.00,小型SUV,5门5座两厢,437L,2年2个月,2.86万公里,1.5L,5.9L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4294mm*1772mm*1605mm,2016年07月,新疆 乌鲁木齐,
标致,2008,12.80,小型SUV,5门5座两厢,354L,1年4个月,2.18万公里,1.6L,7.4L,1.6L/手自一体,前轮驱动,5门5座两厢,4180mm*1745mm*1580mm,2017年05月,广东 东莞,
纳智捷,优6 SUV,9.00,紧凑型SUV,5门5座两厢,- -,1年2个月,1.20万公里,1.8L,7.9L,1.8L/手自一体,前轮驱动,5门5座两厢,4625mm*1825mm*1620mm,2017年07月,新疆 乌鲁木齐,
标致,2008,7.58,小型SUV,5门5座两厢,354L,1年10个月,1.22万公里,1.6L,7.4L,1.6L/手自一体,前轮驱动,5门5座两厢,4180mm*1745mm*1580mm,2016年11月,辽宁 沈阳,
雪佛兰,创酷,8.20,小型SUV,5门5座两厢,356L,1年6个月,1.18万公里,1.4L,6.9L,1.4L/手动,前轮驱动,5门5座两厢,4248mm*1776mm*1674mm,2017年03月,新疆 乌鲁木齐,
长安汽车,悦翔V3,2.65,小型,4门5座三厢,- -,3年11个月,5.27万公里,1.3L,5.6L,1.3L/手动,前轮驱动,4门5座三厢,4180mm*1650mm*1465mm,2014年10月,辽宁 沈阳,
马自达,3 星骋,6.18,紧凑型,4门5座三厢,377L,4年10个月,5.00万公里,1.6L,6.3L,1.6L/手动,前轮驱动,4门5座三厢,4595mm*1755mm*1475mm,2013年11月,辽宁 大连,
起亚,K2,5.20,小型,4门5座三厢,- -,3年3个月,2.90万公里,1.4L,6.5L,1.4L/自动,前轮驱动,4门5座三厢,4378mm*1700mm*1460mm,2015年06月,内蒙古 呼和浩特,
马自达,3 星骋,5.50,紧凑型,4门5座三厢,377L,5年6个月,7.00万公里,1.6L,6.3L,1.6L/手动,前轮驱动,4门5座三厢,4595mm*1755mm*1475mm,2013年03月,新疆 乌鲁木齐,
起亚,K3,6.90,紧凑型,4门5座三厢,- -,2年8个月,3.30万公里,1.6L,6.1L,1.6L/手动,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2016年01月,河南 濮阳,
奥迪,Q3,17.18,紧凑型SUV,5门5座两厢,460L,3年,6.00万公里,2.0L,7.9L,2.0L/双离合,前轮驱动,5门5座两厢,4385mm*1831mm*1589mm,2015年09月,辽宁 大连,
日产,玛驰,4.68,小型,5门5座两厢,251L,3年9个月,2.30万公里,1.5L,6.4L,1.5L/自动,前轮驱动,5门5座两厢,3779mm*1666mm*1525mm,2014年12月,山东 济宁,
哈弗,H6,6.78,紧凑型SUV,5门5座两厢,808L,4年3个月,6.83万公里,1.5L,7.2L,1.5L/手动,前轮驱动,5门5座两厢,4649mm*1852mm*1727mm,2014年05月,辽宁 沈阳,
哈弗,H6,5.28,紧凑型SUV,5门5座两厢,808L,4年10个月,5.20万公里,1.5L,7.2L,1.5L/手动,前轮驱动,5门5座两厢,4640mm*1825mm*1690mm,2013年11月,山东 济宁,
哈弗,H6,7.88,紧凑型SUV,5门5座两厢,808L,3年11个月,5.17万公里,1.5L,7.2L,1.5L/手动,前轮驱动,5门5座两厢,4649mm*1852mm*1727mm,2014年10月,广东 东莞,
起亚,智跑,10.90,紧凑型SUV,5门5座两厢,- -,3年7个月,4.51万公里,2.0L,7.8L,2.0L/手自一体,前轮驱动,5门5座两厢,4450mm*1855mm*1660mm,2015年02月,辽宁 沈阳,
起亚,智跑,6.88,紧凑型SUV,5座两厢,- -,7年8个月,7.62万公里,2.0L,8.4L,2.0L/手自一体,前轮驱动,5座两厢,4440mm*1855mm*1635mm,2010年12月,辽宁 沈阳,
长城,C30,2.78,紧凑型,4门5座三厢,510L,7年7个月,4.78万公里,1.5L,7.1L,1.5L/CVT无级变速,前轮驱动,4门5座三厢,4452mm*1705mm*1480mm,2011年02月,河南 濮阳,
别克,英朗,4.68,紧凑型,5门5座两厢,375L,6年5个月,5.86万公里,1.6L,6.7L,1.6L/手动,前轮驱动,5门5座两厢,4419mm*1814mm*1487mm,2012年04月,河南 濮阳,
大众,CC,18.50,中型,4门5座三厢,- -,4年11个月,5.40万公里,2.0L,8.0L,2.0L/双离合,前轮驱动,4门5座三厢,4812mm*1855mm*1417mm,2013年10月,河南 濮阳,
现代,ix35,7.68,紧凑型SUV,5门5座两厢,465L,7年9个月,8.01万公里,2.0L,8.7L,2.0L/手自一体,适时四驱,5门5座两厢,4420mm*1820mm*1690mm,2010年11月,辽宁 沈阳,
广汽传祺,传祺GS5,7.80,紧凑型SUV,5门5座两厢,480L,3年8个月,9.63万公里,2.0L,Null,2.0L/手自一体,前轮驱动,5门5座两厢,4732mm*1854mm*1680mm,2015年01月,广东 东莞,
标致,408,9.30,紧凑型,4门5座三厢,455L,2年1个月,3.14万公里,1.2L,5.2L,1.2L/手自一体,前轮驱动,4门5座三厢,4750mm*1820mm*1488mm,2016年08月,福建 厦门,
奥迪,Q5,23.80,中型SUV,5门5座两厢,540L,5年5个月,8.84万公里,2.0L,9.6L,2.0L/手自一体,全时四驱,5门5座两厢,4629mm*1880mm*1653mm,2013年04月,辽宁 大连,
本田,思铂睿,10.70,中型,4门5座三厢,- -,6年2个月,7.80万公里,2.4L,8.9L,2.4L/手自一体,前轮驱动,4门5座三厢,4730mm*1850mm*1450mm,2012年07月,辽宁 沈阳,
本田,奥德赛,21.60,MPV,5门7座两厢,- -,3年6个月,7.00万公里,2.4L,7.8L,2.4L/CVT无级变速,前轮驱动,5门7座两厢,4830mm*1805mm*1695mm,2015年03月,辽宁 大连,
名爵,6,4.50,紧凑型,5门5座两厢,429L,6年1个月,8.71万公里,1.8L,7.9L,1.8L/手动,前轮驱动,5门5座两厢,4653mm*1827mm*1478mm,2012年08月,辽宁 沈阳,
丰田,RAV4荣放,11.80,紧凑型SUV,5门5座两厢,1031L,5年9个月,10.00万公里,2.4L,9.4L,2.4L/自动,适时四驱,5门5座两厢,4630mm*1855mm*1720mm,2012年12月,辽宁 大连,
大众,高尔夫,7.30,紧凑型,5门5座两厢,350L,7年2个月,9.13万公里,1.4L,6.0L,1.4L/双离合,前轮驱动,5门5座两厢,4199mm*1786mm*1479mm,2011年07月,内蒙古 呼和浩特,
雪佛兰,科鲁兹,5.28,紧凑型,4门5座三厢,400L,5年,5.83万公里,1.6L,7.3L,1.6L/手动,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2013年09月,辽宁 沈阳,
雪佛兰,科鲁兹,5.88,紧凑型,4门5座三厢,400L,7年2个月,9.40万公里,1.8L,7.8L,1.8L/手自一体,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2011年07月,广东 东莞,
大众,尚酷,13.98,紧凑型,3门4座两厢,312L,7年8个月,7.27万公里,2.0L,7.6L,2.0L/双离合,前轮驱动,3门4座两厢,4248mm*1810mm*1410mm,2011年01月,福建 厦门,
雪佛兰,科鲁兹,5.38,紧凑型,4门5座三厢,400L,6年5个月,5.40万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2012年04月,山东 济宁,
雪佛兰,科鲁兹,5.60,紧凑型,4门5座三厢,400L,5年9个月,5.60万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2012年12月,新疆 乌鲁木齐,
奥迪,A4L,21.70,中型,4门5座三厢,480L,3年3个月,4.77万公里,2.0L,7.4L,2.0L/双离合,全时四驱,4门5座三厢,4761mm*1826mm*1439mm,2015年06月,辽宁 沈阳,
奥迪,A4L,24.50,中型,4门5座三厢,480L,2年2个月,4.37万公里,2.0L,6.2L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4761mm*1826mm*1439mm,2016年06月,广东 东莞,
奥迪,A6L,22.98,中大型,4门5座三厢,460L,5年8个月,7.00万公里,2.0L,6.9L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,5015mm*1874mm*1455mm,2013年01月,辽宁 大连,
比亚迪,F0,2.59,微型,5门5座两厢,140L,2年4个月,3.00万公里,1.0L,5.1L,1.0L/手动,前轮驱动,5门5座两厢,3460mm*1618mm*1465mm,2016年05月,辽宁 大连,
东南,V3菱悦,2.98,紧凑型,4门5座三厢,420L,5年4个月,4.00万公里,1.5L,Null,1.5L/手动,前轮驱动,4门5座三厢,4420mm*1700mm*1415mm,2013年05月,辽宁 大连,
宝马,5系,22.98,中大型,4门5座三厢,520L,6年7个月,9.00万公里,2.5L,7.9L,2.5L/手自一体,后轮驱动,4门5座三厢,5039mm*1860mm*1471mm,2012年02月,辽宁 大连,
日产,天籁,9.60,中型,4门5座三厢,506L,5年9个月,7.20万公里,2.0L,8.9L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4850mm*1795mm*1475mm,2012年12月,辽宁 大连,
日产,天籁,15.30,中型,4门5座三厢,516L,12个月,1.50万公里,2.0L,7.2L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4891mm*1830mm*1490mm,2017年09月,辽宁 大连,
丰田,威驰,7.30,小型,4门5座三厢,506L,1年7个月,3.41万公里,1.5L,5.1L,1.5L/CVT无级变速,前轮驱动,4门5座三厢,4420mm*1700mm*1490mm,2017年02月,辽宁 沈阳,
别克,凯越,6.80,紧凑型,4门5座三厢,405L,2年2个月,3.50万公里,1.5L,7.6L,1.5L/手自一体,前轮驱动,4门5座三厢,4515mm*1725mm*1445mm,2016年07月,新疆 乌鲁木齐,
东风风行,菱智,1.80,MPV,4门7座两厢,- -,6年4个月,9.60万公里,2.0L,9.1L,2.0L/手动,后轮驱动,4门7座两厢,4715mm*1720mm*1950mm,2012年05月,福建 厦门,
大众,宝来,8.99,紧凑型,4门5座三厢,450L,3年1个月,4.00万公里,1.4L,6.4L,1.4L/双离合,前轮驱动,4门5座三厢,4523mm*1775mm*1467mm,2015年08月,辽宁 大连,
大众,宝来,6.20,紧凑型,4门5座三厢,450L,6年8个月,5.80万公里,1.4L,6.6L,1.4L/手动,前轮驱动,4门5座三厢,4540mm*1775mm*1467mm,2012年01月,辽宁 大连,
大众,宝来,6.50,紧凑型,4门5座三厢,450L,5年3个月,6.30万公里,1.6L,6.8L,1.6L/手动,前轮驱动,4门5座三厢,4523mm*1775mm*1467mm,2013年06月,新疆 乌鲁木齐,
福特,福克斯,8.30,紧凑型,5门5座两厢,356L,2年2个月,4.00万公里,1.6L,6.7L,1.6L/双离合,前轮驱动,5门5座两厢,4368mm*1823mm*1483mm,2016年07月,辽宁 大连,
福特,福克斯,7.10,紧凑型,5门5座两厢,356L,4年6个月,5.80万公里,1.6L,6.4L,1.6L/双离合,前轮驱动,5门5座两厢,4368mm*1823mm*1483mm,2014年03月,辽宁 大连,
福特,福克斯,6.50,紧凑型,5门5座两厢,356L,5年5个月,4.91万公里,1.6L,6.4L,1.6L/双离合,前轮驱动,5门5座两厢,4368mm*1823mm*1483mm,2013年04月,河南 濮阳,
起亚,佳乐,8.60,MPV,5门7座两厢,400L,5年6个月,7.86万公里,2.0L,8.7L,2.0L/手自一体,前轮驱动,5门7座两厢,4545mm*1820mm*1700mm,2013年03月,新疆 乌鲁木齐,
奔驰,C级(进口),15.90,中型,5门5座两厢,910L,5年10个月,6.50万公里,1.8L,8.3L,1.8L/手自一体,后轮驱动,5门5座两厢,4619mm*1770mm*1461mm,2012年11月,河南 濮阳,
日产,逍客,12.60,紧凑型SUV,5门5座两厢,486L,2年7个月,3.70万公里,2.0L,6.9L,2.0L/CVT无级变速,前轮驱动,5门5座两厢,4384mm*1837mm*1594mm,2016年02月,辽宁 沈阳,
日产,逍客,11.50,紧凑型SUV,5门5座两厢,352L,3年1个月,5.66万公里,2.0L,8.2L,2.0L/CVT无级变速,前轮驱动,5门5座两厢,4315mm*1783mm*1606mm,2015年08月,新疆 乌鲁木齐,
Jeep,大切诺基,20.80,中大型SUV,5门5座两厢,- -,7年4个月,9.80万公里,3.6L,11.9L,3.6L/自动,全时四驱,5门5座两厢,4822mm*1943mm*1781mm,2011年05月,辽宁 大连,
奔驰,E级,27.80,中大型,4门5座三厢,- -,4年10个月,8.60万公里,1.8L,7.7L,1.8L/自动,后轮驱动,4门5座三厢,5021mm*1854mm*1487mm,2013年11月,辽宁 大连,
奔腾,B70,7.50,中型,4门5座三厢,522L,4年4个月,4.00万公里,1.8L,9.4L,1.8L/手自一体,前轮驱动,4门5座三厢,4800mm*1820mm*1472mm,2014年05月,辽宁 大连,
大众,迈腾,15.80,中型,4门5座三厢,565L,3年5个月,5.33万公里,1.8L,7.8L,1.8L/双离合,前轮驱动,4门5座三厢,4865mm*1820mm*1475mm,2015年04月,新疆 乌鲁木齐,
大众,迈腾,14.30,中型,5座三厢,565L,5年8个月,8.28万公里,2.0L,6.5L,2.0L/双离合,前轮驱动,5座三厢,4865mm*1820mm*1475mm,2013年01月,辽宁 沈阳,
大众,POLO,6.80,小型,5门5座两厢,250L,3年2个月,3.42万公里,1.4L,5.8L,1.4L/手动,前轮驱动,5门5座两厢,3970mm*1682mm*1462mm,2015年07月,四川 自贡,
大众,POLO,5.60,小型,5门5座两厢,250L,2年11个月,1.97万公里,1.4L,5.8L,1.4L/手动,前轮驱动,5门5座两厢,3970mm*1682mm*1462mm,2015年10月,江苏 徐州,
凯迪拉克,SRX(进口),16.80,中型SUV,5门5座两厢,827L,6年8个月,4.82万公里,3.0L,10.9L,3.0L/手自一体,前轮驱动,5门5座两厢,4851mm*1910mm*1663mm,2012年01月,广东 佛山,
大众,速腾,8.00,紧凑型,4门5座三厢,510L,6年4个月,6.83万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4644mm*1778mm*1482mm,2012年05月,福建 福州,
大众,朗行,11.30,紧凑型,5门5座两厢,412L,1年11个月,1.24万公里,1.4L,5.7L,1.4L/双离合,前轮驱动,5门5座两厢,4445mm*1765mm*1485mm,2016年10月,陕西 延安,
西雅特,LEON,10.18,紧凑型,5门5座两厢,341L,5年2个月,3.26万公里,1.8L,6.7L,1.8L/双离合,前轮驱动,5门5座两厢,4309mm*1768mm*1449mm,2013年07月,吉林 延边,
本田,飞度,4.99,小型,5门5座两厢,380L,6年3个月,8.23万公里,1.3L,6.8L,1.3L/自动,前轮驱动,5门5座两厢,3900mm*1695mm*1525mm,2012年06月,河南 濮阳,
东风风行,景逸,3.25,紧凑型,5门5座两厢,1270L,4年9个月,4.48万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门5座两厢,4320mm*1804mm*1620mm,2013年12月,辽宁 沈阳,
一汽,森雅S80,3.40,小型SUV,5门5座两厢,- -,4年4个月,2.93万公里,1.3L,7.4L,1.3L/手动,后轮驱动,5门5座两厢,4148mm*1680mm*1740mm,2014年05月,辽宁 沈阳,
宝骏,560,8.40,紧凑型SUV,5门5座两厢,460L,1年9个月,1.77万公里,1.8L,7.4L,1.8L/半自动,前轮驱动,5门5座两厢,4620mm*1820mm*1750mm,2016年12月,辽宁 沈阳,
日产,骊威,4.80,小型,5门5座两厢,383L,5年6个月,3.99万公里,1.6L,7.4L,1.6L/手动,前轮驱动,5门5座两厢,4275mm*1730mm*1615mm,2013年03月,辽宁 沈阳,
本田,雅阁,18.20,中型,4门5座三厢,512L,2年,1.79万公里,2.4L,7.0L,2.4L/CVT无级变速,前轮驱动,4门5座三厢,4915mm*1845mm*1470mm,2016年09月,辽宁 沈阳,
本田,飞度,4.70,小型,5门5座两厢,380L,4年7个月,5.55万公里,1.3L,6.0L,1.3L/手动,前轮驱动,5门5座两厢,3900mm*1695mm*1525mm,2014年02月,山东 济宁,
五菱,宏光S,3.78,MPV,5门5座单厢,- -,2年2个月,1.30万公里,1.5L,Null,1.5L/手动,后轮驱动,5门5座单厢,4400mm*1680mm*1770mm,2016年07月,山东 济宁,
大众,迈腾,12.58,中型,4门5座三厢,565L,6年1个月,6.65万公里,1.8L,7.8L,1.8L/双离合,前轮驱动,4门5座三厢,4865mm*1820mm*1475mm,2012年08月,山东 济宁,
宝骏,560,6.88,紧凑型SUV,5门5座两厢,460L,2年4个月,3.47万公里,1.8L,7.3L,1.8L/手动,前轮驱动,5门5座两厢,4620mm*1820mm*1750mm,2016年05月,山东 济宁,
本田,CR-V,18.20,紧凑型SUV,- -,- -,0个月,0.02万公里,1.5L,6.6L,1.5L/- -,- -,- -,- -,2018年09月,辽宁 沈阳,
别克,英朗,4.90,紧凑型,5门5座两厢,375L,7年11个月,5.28万公里,1.8L,7.7L,1.8L/手自一体,前轮驱动,5门5座两厢,4419mm*1814mm*1487mm,2010年10月,辽宁 沈阳,
丰田,雷凌,12.78,紧凑型,4门5座三厢,- -,2年3个月,5.13万公里,1.8L,4.2L,1.8L/E-CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1485mm,2016年06月,广东 东莞,
大众,朗行,8.90,紧凑型,5门5座两厢,412L,4年,3.95万公里,1.6L,6.9L,1.6L/手自一体,前轮驱动,5门5座两厢,4454mm*1765mm*1460mm,2014年09月,广东 东莞,
日产,骊威,6.40,小型,5门5座两厢,371L,4年1个月,4.00万公里,1.6L,6.1L,1.6L/CVT无级变速,前轮驱动,5门5座两厢,4249mm*1695mm*1577mm,2014年08月,辽宁 大连,
五菱,之光,2.85,面包车,- -,- -,2年6个月,2.80万公里,1.2L,5.8L,1.2L/- -,- -,- -,- -,2016年03月,河南 濮阳,
东南,DX7,10.38,紧凑型SUV,5门5座两厢,- -,1年7个月,2.52万公里,1.5L,8.4L,1.5L/手自一体,前轮驱动,5门5座两厢,4530mm*1900mm*1700mm,2017年02月,福建 厦门,
大众,朗逸,12.20,紧凑型,4门5座三厢,478L,1年5个月,2.56万公里,1.4L,5.7L,1.4L/双离合,前轮驱动,4门5座三厢,4605mm*1765mm*1460mm,2017年04月,广东 东莞,
五菱,宏光S,4.18,MPV,5门5座单厢,- -,2年1个月,2.38万公里,1.5L,6.8L,1.5L/手动,后轮驱动,5门5座单厢,4400mm*1680mm*1750mm,2016年08月,广东 东莞,
大众,迈腾,19.38,中型,4门5座三厢,533L,1年1个月,2.18万公里,1.8L,6.4L,1.8L/双离合,前轮驱动,4门5座三厢,4866mm*1832mm*1464mm,2017年08月,山东 济宁,
哈弗,H6,7.28,紧凑型SUV,5门5座两厢,808L,1年4个月,1.00万公里,1.5L,8.2L,1.5L/手动,前轮驱动,5门5座两厢,4640mm*1825mm*1690mm,2017年05月,山东 济宁,
宝骏,730,6.10,MPV,5门7座单厢,- -,2年5个月,2.00万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门7座单厢,4710mm*1785mm*1745mm,2016年04月,广东 东莞,
长安汽车,奔奔,3.89,微型,5门两厢,- -,3年9个月,3.12万公里,1.4L,5.6L,1.4L/半自动,前轮驱动,5门两厢,3730mm*1650mm*1530mm,2014年12月,广东 东莞,
起亚,K3,7.98,紧凑型,4门5座三厢,- -,2年1个月,3.03万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2016年08月,广东 东莞,
大众,高尔夫,8.28,紧凑型,5门5座两厢,350L,6年1个月,8.47万公里,1.4L,6.0L,1.4L/双离合,前轮驱动,5门5座两厢,4199mm*1786mm*1479mm,2012年07月,广东 东莞,
五菱,荣光,1.85,面包车,5座单厢,- -,7年7个月,5.75万公里,1.1L,6.8L,1.1L/手动,后轮驱动,5座单厢,3730mm*1510mm*1860mm,2011年02月,辽宁 沈阳,
现代,朗动,8.88,紧凑型,4门5座三厢,473L,9个月,0.81万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4570mm*1775mm*1445mm,2017年12月,广东 东莞,
广汽传祺,传祺GS4,8.78,紧凑型SUV,5门5座两厢,450L,1年7个月,3.17万公里,1.3L,6.3L,1.3L/双离合,前轮驱动,5门5座两厢,4510mm*1852mm*1708mm,2017年02月,广东 东莞,
宝骏,560,9.68,紧凑型SUV,5门5座两厢,460L,1年2个月,1.19万公里,1.8L,7.4L,1.8L/半自动,前轮驱动,5门5座两厢,4620mm*1820mm*1765mm,2017年07月,广东 东莞,
日产,阳光,4.99,紧凑型,4门5座三厢,490L,5年3个月,6.00万公里,1.5L,6.1L,1.5L/手动,前轮驱动,4门5座三厢,4426mm*1696mm*1518mm,2013年06月,辽宁 大连,
哈弗,H6 Coupe,11.58,紧凑型SUV,5门5座两厢,- -,1年4个月,0.15万公里,2.0L,8.3L,2.0L/双离合,前轮驱动,5门5座两厢,4549mm*1835mm*1700mm,2017年05月,山东 济宁,
丰田,锐志,21.38,中型,4门5座三厢,480L,1年5个月,2.73万公里,2.5L,9.0L,2.5L/手自一体,后轮驱动,4门5座三厢,4750mm*1795mm*1450mm,2017年03月,广东 东莞,
丰田,卡罗拉,9.65,紧凑型,4门5座三厢,426L,3年2个月,6.02万公里,1.6L,5.9L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2015年07月,广东 东莞,
大众,途安,9.68,MPV,5门5座两厢,1280L,6年8个月,6.22万公里,1.4L,7.1L,1.4L/双离合,前轮驱动,5门5座两厢,4395mm*1794mm*1658mm,2012年01月,广东 东莞,
福特,翼虎,14.30,紧凑型SUV,5门5座两厢,960L,4年7个月,1.30万公里,2.0L,8.8L,2.0L/手自一体,适时四驱,5门5座两厢,4524mm*1838mm*1695mm,2014年02月,广东 东莞,
本田,思铂睿,10.38,中型,4门5座三厢,- -,6年4个月,6.76万公里,2.4L,8.7L,2.4L/手自一体,前轮驱动,4门5座三厢,4730mm*1840mm*1450mm,2012年05月,广东 广州,
本田,思铂睿,19.30,中型,4门5座三厢,- -,11个月,1.20万公里,2.4L,7.3L,2.4L/双离合,前轮驱动,4门5座三厢,4850mm*1850mm*1465mm,2017年10月,广东 佛山,
本田,奥德赛,15.60,MPV,5门7座两厢,259L,4年11个月,7.12万公里,2.4L,9.2L,2.4L/自动,前轮驱动,5门7座两厢,4810mm*1802mm*1570mm,2013年10月,山东 临沂,
陆风,X8,3.00,紧凑型SUV,5门5座两厢,- -,7年1个月,7.61万公里,2.5L,Null,2.5L/手动,后轮驱动,5门5座两厢,4636mm*1865mm*1810mm,2011年08月,广东 佛山,
东风风神,风神S30,2.68,紧凑型,4门5座三厢,487L,7年6个月,8.37万公里,1.6L,7.5L,1.6L/手动,前轮驱动,4门5座三厢,4502mm*1740mm*1465mm,2011年02月,广东 佛山,
别克,君越,15.68,中型,4门5座三厢,510L,2年6个月,5.29万公里,2.4L,8.6L,2.4L/手自一体,前轮驱动,4门5座三厢,5005mm*1858mm*1500mm,2016年03月,广东 佛山,
